comment_id,platform,source_id,source_url,Name,Date,Likes,Comment,Comment URL,abuse_type,char_len,lang
C00014,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MasumAkun-w4b,2026-04-12 05:03:32,0,আপনার ৫৪ লক্ষ টাকা দিছেন আপনি কয় টাকা স্যালারি পাইছেন আবার কান্দেন মানুষের হক নষ্ট করেছেন এভাবে যারা করেছে। আপনি কয় টাকা স্যালারি পাইছেন পিছনে একটা ফ্ল্যাট বেশি 40 লক্ষ 50 লক্ষ টাকা দিছে কয় টাকা স্যালারি পেয়েছেন আপনি কানবেন না কান্না করবে কি আরেকজনে বৃদ্ধাশ্রমে দিবি না দিবি কি আরেকজনাকে,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyRdOcY81CIR-ModWF4AaABAg,Neglect,291,bengali
C00015,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MasumAkun-w4b,2026-04-12 05:03:32,0,আপনার ৫৪ লক্ষ টাকা দিছেন আপনি কয় টাকা স্যালারি পাইছেন আবার কান্দেন মানুষের হক নষ্ট করেছেন এভাবে যারা করেছে।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyuJAcXSFvJ-DR4O1p4AaABAg,Neglect,108,bengali
C00016,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MasumAkun-w4b,2026-04-12 05:03:32,0,অবৈধ টাকা দিয়ে ছেলে সন্তানকে মানুষ করেছে ইঞ্জিনিয়ারিং বড় চাকরি করেছেন টাকা দিয়া কেমন কেমন দ্বারা জিজ্ঞাসা করবে শরীয়ত লিখতে হয়ে যাবে ভুগতে হবে আপনার এবং আপনার সন্তানের,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugx5CDoZVUE0NKARWq94AaABAg,Neglect,172,bengali
C00017,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@ShakwtHossain,2026-04-12 05:03:32,0,একটা ছেলেকে মৌলভী করালে আরবি শিক্ষা প্রতিষ্ঠান দিলে,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyDAuCJXWUr8jwQSfZ4AaABAg,Neglect,51,bengali
C00018,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MohammadPkn,2026-04-12 05:03:32,0,"ছেলে আমার মস্ত বড় মস্ত অফিসার, মস্ত ফ্ল্যাটে যায়না দেখা এপার ওপার, নানা রকম জিনিস আর আসবাব দামী দামী, সবচেয়ে কম দামী ছিলাম একমাত্র আমি,,,,,,,,,,,প্রবাসী হয়ে বুঝতে পারছি,বাংলাদেশের যারা পরিচালক তারা কতবড় চোর বাটবার দূর্নীতিবাজ,বাবা-মার সম্পদ সন্তানেরা ভোগ করবে আর বাবা-মা থাকবে  নিঃসঙ্গ বালের আইন,",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugw0Usa71gGdDWGtnvR4AaABAg,Neglect,296,bengali
C00019,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@JashimUddin-n2t,2026-04-12 05:03:32,0,"চিন্তা করিও না,এর বদলা দেওয়ার জন্য তাদের ছেলে মেয়েরা তৈরি হয়েছে,অতি শীঘ্রই এর দিগুন বদলা পেয়ে যাবেন",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugw2upSmftdYx5HU9FV4AaABAg,Neglect,103,bengali
C00020,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MdRakibulIslam-w1f,2026-04-12 05:03:32,0,"জীবনে প্রচুর ঘুস খাওয়ার ফলাফল, কিছুই করার নেই। ঠিক এই ভাবেই সাধারণ মানুষদের চোখ দিয়ে পানি ছড়িয়েছে।",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugy-hC_mMK1ffpTG-f94AaABAg,Neglect,102,bengali
C00021,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@ShahadatHossin-sd1iq,2026-04-12 05:03:32,0,কোন আলেমের বাবা এখানে নেই,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgzRWaZb8Ah2d9oWeS54AaABAg,Neglect,25,bengali
C00022,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@mdgash2457,2026-04-12 05:03:32,0,"আললা,তুমি,কয়রে,তুমির,এরকমন,ছেলে,মেয়,দিয়না",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyuEYjiX2qB1fa2IOZ4AaABAg,Neglect,41,bengali
C00023,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@r_obel,2026-04-12 05:03:32,0,ওনারও সম্ভবত ওনাদের বাবা মাকে করেনি তাই প্রকৃতির উপহার পেয়েছেন,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxbEb51yqe6Ii9j-Q54AaABAg,Neglect,62,bengali
C00024,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@SajalAmin-b8f,2026-04-12 05:03:32,0,এদের ছেলে মেয়েদের নাম পরিচয় প্রধান মিডিয়ার প্রকাশ করে তাদের সুশীল সুলভ মুখোশ উন্মোচন করা দরকার,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwbCJ5ScOjYnLa7OG94AaABAg,Neglect,94,bengali
C00025,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@ideamechanical,2026-04-12 05:03:32,0,এখানে সব শিক্ষিত নামের মুর্খদের বাবা মা,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyG7FO8anXpTDYzS2J4AaABAg,Neglect,39,bengali
C00026,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@Junayed-i8l,2026-04-12 05:03:32,0,একটু ধৈর্য ধরেন কিছুদিন পর আপনার ছেলেও যাবে ওইখানে,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugy9tzAYccTGrZW-E8F4AaABAg,Neglect,50,bengali
C00027,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@sufiaakhtar671,2026-04-12 05:03:39,0,Those children are not human being they are animals!  They are children will do same thing with them!!,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxsrqXn9-B7Xqcp2X54AaABAg,Neglect,102,latin
C00028,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MdFaysalProdhan-cg2xe,2026-04-12 05:03:39,0,বাবা কি তা ওরা বুঝবে ওদের সন্তান রা ওদের সাথে এমন আচরন করলে,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxBR9EqKKCp32FOY5p4AaABAg,Neglect,59,bengali
C00029,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MozafforHosen-so2sr,2026-04-12 05:03:39,0,হারাম টাকায় ছেলে মানুষ করলে ফল এমন হয়।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxXvuSVEu2fJQG1mAl4AaABAg,Neglect,40,bengali
C00030,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@RafiqulDulal,2026-04-12 05:03:39,0,এই কুলানগারদের ধরে এনে রিমান্ডে নিয়ে  আইনের আওতায় আনা হউক । কারন জন্ম দাতা পিতাকে লালন পালন না করে বিদাশমে রাখা সন্তানদের  সাচতি পাওয়া উচিত৷ আমি মনে করি,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugz2vX2vKWVniZgeNTF4AaABAg,Neglect,152,bengali
C00031,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@SaifulIslam-si2cl,2026-04-12 05:03:39,0,হায় আফসোস,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxEEPCkHffFvl0e82Z4AaABAg,Neglect,9,bengali
C00032,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MatirhawaBD,2026-04-12 05:03:39,0,"ওই টাকা আপনি কোথায় পেয়েছেন হে, জোয়ান কালে, পরের হক মেরে,  এবং দুর্নীতি করে করে, সেই টাকা দিয়ে,  ছেলে মেয়েকে লালন পালন করেছেন,  সেখানে আর ভালো কিছু আশা করা যায় 2:38",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwDEKqIvjtxyuXhX1V4AaABAg,Neglect,167,bengali
C00033,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@s.a.marineservices3831,2026-04-12 05:03:39,0,"হায়রে সন্তান, এমন সন্তান থাকার চেয়ে না থাকাই ভাল।",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyiuGegfCkYgZBcBu94AaABAg,Neglect,49,bengali
C00034,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@anwarmamun2020,2026-04-12 05:03:39,0,Kohono nijer taka onno ke diye oshohaye hoben na!,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwZazxfnqlVocN1AzN4AaABAg,Neglect,49,latin
C00035,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@PopyAkter-x6l,2026-04-12 05:03:39,0,এমন কুসন্তানের চেয়ে নিসন্তান  থাকা ভালো,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyVOcYhvVWpagmF3A14AaABAg,Neglect,39,bengali
C00036,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@sazzadHossen2328official,2026-04-12 05:03:39,0,"গজব পরুক ওই ছেলে মেয়ের উপর, আল্লাহর সর্বোচ্চ লানত পরুক, আমিন",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyfjUyNfkYSJ-_85nh4AaABAg,Neglect,60,bengali
C00037,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@md.jamaluddin571,2026-04-12 05:03:39,0,ছেলেমেয়েকে ধর্মীয় শিক্ষা না দিলে যা হয়।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwCaCCURAzA405AcjV4AaABAg,Neglect,39,bengali
C00038,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MustafizurRahamamSamrat,2026-04-12 05:03:39,0,বাবা মাকে যারা বৃদ্ধাশ্রামে রাখে তাদের সমস্ত সম্পত্তি বাজেয়াপ্ত করা হোক এবং সরকারি কোষাগারে জমা করা হোক ওই সকল বাবা মায়ের খেদমতে ব্যয় করা হোক,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxoKP1drfmFrffx35F4AaABAg,Neglect,141,bengali
C00039,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@HamidaBanglafood,2026-04-12 05:03:39,0,ভাগ্য ভালো না হলে। গরীব ধনী নাই।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgzD8jpC1gW9W05uwBR4AaABAg,Neglect,32,bengali
C00040,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@আনাসআয়ান,2026-04-12 05:03:39,0,শিক্ষা দিবেন দুনিয়ার আর আশা করবেন আখেরাতের তা কি হয়,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxpbHUOTFi0FL2axQZ4AaABAg,Neglect,51,bengali
C00041,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@RaziaSultana-q2h,2026-04-12 05:03:39,0,অনেক ধনীর ঘরে বয়স্ক মা বাবা দেখি। এনাদের কপাল খারাপ সন্তান গুলা জালিম হইছে।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwLhKhWhnlAul7yC014AaABAg,Neglect,75,bengali
C00042,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@meethemone5053,2026-04-12 05:03:39,0,আল্লাহ  কি সেই সকল ছেলে মেয়েদের দেখে না,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxIi051VMccWsZFXXd4AaABAg,Neglect,39,bengali
C00043,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@alfoys,2026-04-12 05:03:39,0,তেতো হলে ও একটা সত্য হলো এই পরিনতির জন্য তাদের ও দোষ ছিলো।দ্বীনি শিক্ষা দেয়নি সন্তানদের।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugx0P9nCi_s1iHtLvZx4AaABAg,Neglect,88,bengali
C00044,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MizanRanguni,2026-04-12 05:03:39,0,"মাবাবার সঙ্গে যারা এমন আচরণ করে, তাদেরকে শিক্ষিত বলছেন?",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwRLqf0gXNrAYUnP0Z4AaABAg,Neglect,55,bengali
C00045,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@ismailHosain-z5q,2026-04-12 05:03:39,0,কওমী মাদ্রাসায় না পড়া‌লে এমন অবস্থায় পড়‌তে হ‌বে,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugw03ngyY7K-GM27xiB4AaABAg,Neglect,47,bengali
C00046,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@rakib.music.2000,2026-04-12 05:03:39,0,sorboses kotha holo gram kub balo,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgygGwjko2tZVSVed9d4AaABAg,Neglect,33,latin
C00047,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@motwur,2026-04-12 05:03:47,0,Nice good,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugw-2LR9AQ0v547hoWl4AaABAg,Neglect,9,latin
C00048,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@muradhossain9957,2026-04-12 05:03:47,0,এই বাবা মায়েদের জীবনের চরম ব্যর্থতা হচ্ছে সন্তানকে সুশিক্ষা শিক্ষিত না করা? এখানে সন্তানের কোনো দোষ নাই? বৃদ্ধাশ্রম এ যাদের বসবাস তাদের সন্তানরা তাদের বাবামায়ের দেওয়া শিক্ষা শিক্ষণীয়?,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxNW4KOjrrF8wnkpzd4AaABAg,Neglect,184,bengali
C00049,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@ShamimaAkter-b5l,2026-04-12 05:03:47,2,"বাবা, মায়ের দরকার সন্তানদের সুশিক্ষায় শিক্ষিত করা দরকার। ভালো মানুষ বানানো উচিত জিপিএ ফাইভ এর দরকার নাই। ভালো মানুষ হওয়া দরকার",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgzIMegFQCmNc1i6q3d4AaABAg,Neglect,128,bengali
C00050,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@ShamimaAkter-b5l,2026-04-12 05:03:47,1,"আললাহ তুমি এই সব বাবা, মাদের সাহায্য করো। এদের দেখে আমাদের শিক্ষা নেওয়া উচিত তাই নিজের জন্য বেশি বেশি আল্লাহ সন্তুষ্টির জন্য দান করা উচিত।",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxrlzIpj71BTdMo8A54AaABAg,Neglect,140,bengali
C00051,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@Nayanpatwary-d9k,2026-04-12 05:03:47,0,Prottekr joboney goriber hok adai kora ucith.nahoy amon pol sobair vog korte hobe,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugz0pubxD-I9IGqnffV4AaABAg,Neglect,81,latin
C00052,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@abdurrouf560,2026-04-12 05:03:47,0,Shame the son.,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugz9vCPdFioRJ0MSFU14AaABAg,Neglect,14,latin
C00053,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@kazinasir5212,2026-04-12 05:03:47,0,আপনি মনে হচ্ছে অবৈধ টাকা আয় করেছেন!,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugy0a3M2IwdExo9kch14AaABAg,Neglect,35,bengali
C00054,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@sujoncp,2026-04-12 05:03:47,0,এদের ব্যাকগ্রাউন্ড চেক করলে দেখা য়বে এরাও এদের বাপ মা কে ভাত দেয় নি,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwqM5K3xVA9zcl5kTZ4AaABAg,Neglect,67,bengali
C00055,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@Mdenamulhaque1990,2026-04-12 05:03:47,0,পরিবারের  মানুষ গুলোকে আপনার হালাল ইনকাম দিন।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugy9w6Leq4zjMbbvPkd4AaABAg,Neglect,45,bengali
C00056,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@masterabdullahalnayeemmoju5486,2026-04-12 05:03:47,0,দুই নাম্বার টাকা দিয়ে পোলাপাইনকে পড়াইছে গরিবের টাকা মাইরা খাইছে সরকারি বেতন পাইছে ৩০০০০ টাকা ঘর ভাড়া দিছে ৪০হাজার টাকা ছেলে মেয়েকে পড়াইছে ভিকারুন্নেসা আইডিয়াল কলেজে মাসে খরচ হইছে ১০০০০০/১৫০০০০ টাকা কপালের লিখন যায়না খণ্ডন,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugxl4o7dOQCdc57JEjR4AaABAg,Neglect,221,bengali
C00057,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@SurahYasinn,2026-04-12 05:03:47,0,যেমন কর্ম তেমন ফল,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgzPzitBeoVGU3PS3CR4AaABAg,Neglect,17,bengali
C00058,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@Neamul-67k,2026-04-12 05:03:47,1,He prithibi  ki asob,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugxz9OFjIHVO7izWFm54AaABAg,Neglect,20,latin
C00059,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@Rubaiya931,2026-04-12 05:03:47,0,Kukur gulo _ video viral hole shorom lage !,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyOYFJyDdBTjSEyrLh4AaABAg,Neglect,43,latin
C00060,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@mdmasud-ex4tn,2026-04-12 05:03:47,0,ঐ কুলাঙ্গার গুলোর উপর অতি শীঘ্রই গজব আসবে,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxyWM6lOwKYWmIWfWd4AaABAg,Neglect,41,bengali
C00061,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MdFoysalMia-e9b,2026-04-12 05:03:47,0,যেই ছেলেমেয়েরা মা-বাবাকে অবহেলা করেছে তাদেরকে আল্লাহ কোনদিনও ক্ষমা করবেন না,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwsCa94Bb6ewbr3HMZ4AaABAg,Neglect,76,bengali
C00062,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@MdShahabuddin-t3e,2026-04-12 05:03:47,0,আল্লাহর দরবারে শুকরিয়া যে আমার মনে হয় এখানে গরিবদের মা বাবা নেই গরিবেরা বৃদ্ধাশ্রম ছিনে ও না,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyBo3Cz-fBKp9Is9wp4AaABAg,Neglect,92,bengali
C00063,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@mdemranhossain3004,2026-04-12 05:03:47,7,"দরকার নেই এই শিক্ষিত সমাজের,যে সমাজে বাবা মাকে বিদ্ধাশ্রমে থাকতে হয়।",https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgwyprNueTjXGJsS6PN4AaABAg,Neglect,68,bengali
C00064,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@ebrahimmanik1615,2026-04-12 05:03:47,0,Ai Milton shomdder keo koto bitorko korselo.jara Valo kaj Kore tader o char nai,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugw30mUwM2DncXWotUB4AaABAg,Neglect,79,latin
C00065,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@EkramulHaque-x7t,2026-04-12 05:03:47,0,সব পিতা মাতা খারাপ না।,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgyFq_Xh739XdUHTnrN4AaABAg,Neglect,22,bengali
C00066,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@monowarabegum9187,2026-04-12 05:03:47,0,Iya Allah...sokol baba maa k vlo rakho,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=UgxAKuIrECVZcaGpUFp4AaABAg,Neglect,38,latin
C00067,YouTube,VwxxFGVBpOg,https://www.youtube.com/watch?v=VwxxFGVBpOg,@AMINULISLAM-l7o,2026-04-12 05:03:55,0,dhongsho houk apnar chele....,https://www.youtube.com/watch?v=VwxxFGVBpOg&lc=Ugz682rJRFQxIA9QUod4AaABAg,Neglect,29,latin
